,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2017-18,19.0,PHI,NBA,SG,14.0,0.0,18.1,3.2,7.9,0.405,0.0,0.1,0.0,3.2,7.9,0.409,0.405,0.7,1.5,0.476,0.8,2.3,3.1,3.8,0.9,0.3,1.2,1.6,7.1
1,2018-19,20.0,PHI,NBA,SG,19.0,15.0,22.5,3.4,8.2,0.419,0.2,0.7,0.286,3.2,7.4,0.433,0.432,1.1,1.9,0.568,1.4,2.3,3.7,3.1,0.9,0.3,1.3,2.7,8.2
2,2019-20,21.0,ORL,NBA,PG,72.0,60.0,27.7,5.0,10.7,0.465,0.5,1.9,0.267,4.5,8.8,0.507,0.488,1.6,2.2,0.73,0.6,2.7,3.3,5.1,1.3,0.2,2.0,2.0,12.1
3,2020-21,22.0,ORL,NBA,PG,8.0,8.0,26.9,5.1,13.0,0.394,0.5,2.0,0.25,4.6,11.0,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9
4,Career,,,NBA,,113.0,83.0,25.6,4.5,10.1,0.447,0.4,1.5,0.265,4.1,8.6,0.477,0.466,1.5,2.1,0.695,0.7,2.6,3.3,4.6,1.1,0.2,1.8,2.1,10.9
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2 seasons,,ORL,NBA,,80.0,68.0,27.6,5.0,11.0,0.457,0.5,1.9,0.265,4.5,9.1,0.497,0.479,1.7,2.2,0.747,0.6,2.7,3.3,5.2,1.2,0.2,2.1,2.0,12.2
7,2 seasons,,PHI,NBA,,33.0,15.0,20.6,3.3,8.1,0.414,0.1,0.5,0.267,3.2,7.6,0.422,0.421,0.9,1.8,0.534,1.1,2.3,3.4,3.4,0.9,0.3,1.3,2.2,7.7
