,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2004-05,22.0,CLE,NBA,PF,54.0,863.0,17.0,0.534,0.01,0.658,14.6,20.7,17.6,4.9,2.5,3.3,9.5,14.4,1.5,1.4,3.0,0.164,-0.4,0.6,0.2,0.5
1,2005-06,23.0,CLE,NBA,C,48.0,760.0,14.8,0.541,0.007,0.793,11.9,24.8,18.3,4.0,2.2,1.9,11.8,14.0,1.1,1.3,2.3,0.146,-1.5,0.7,-0.8,0.2
2,2006-07,24.0,CLE,NBA,C,81.0,1932.0,14.4,0.527,0.022,0.668,11.2,21.8,16.4,6.0,2.1,2.1,11.4,13.7,2.6,4.0,6.6,0.164,-1.8,1.8,0.0,1.0
3,2007-08,25.0,CLE,NBA,C,48.0,1320.0,12.0,0.485,0.007,0.278,11.2,23.6,17.2,6.3,1.5,1.6,15.1,13.4,0.5,1.9,2.4,0.086,-2.7,0.1,-2.6,-0.2
4,2008-09,26.0,CLE,NBA,PF,81.0,2306.0,14.6,0.565,0.004,0.496,8.9,20.6,15.0,5.4,1.8,2.3,11.5,14.2,3.3,4.7,8.0,0.166,-1.0,1.6,0.6,1.5
5,2009-10,27.0,CLE,NBA,PF,76.0,2166.0,15.8,0.598,0.011,0.375,10.9,20.4,15.9,6.1,1.7,2.4,11.0,13.1,4.3,3.8,8.1,0.179,0.1,1.2,1.3,1.8
6,2010-11,28.0,CLE,NBA,C,31.0,994.0,15.2,0.56,0.009,0.375,11.0,24.1,17.4,7.4,1.4,2.9,13.7,13.3,1.3,0.9,2.2,0.105,-0.9,0.1,-0.8,0.3
7,2011-12,29.0,CLE,NBA,C,25.0,785.0,18.9,0.542,0.018,0.288,15.2,26.8,20.8,9.7,2.3,1.6,15.2,16.9,1.2,0.9,2.1,0.131,1.3,-0.2,1.1,0.6
8,2012-13,30.0,CLE,NBA,C,25.0,901.0,21.7,0.529,0.017,0.353,16.9,30.1,23.2,15.4,2.1,1.3,11.6,18.7,2.2,1.1,3.3,0.173,3.8,-0.1,3.7,1.3
9,2013-14,31.0,CLE,NBA,C,65.0,1800.0,17.0,0.527,0.015,0.294,11.4,28.2,19.6,12.2,2.0,1.8,12.2,14.6,2.7,2.7,5.4,0.144,0.3,1.1,1.4,1.6
10,2014-15,32.0,CLE,NBA,C,26.0,636.0,17.7,0.58,0.01,0.225,10.4,20.1,15.3,9.1,1.6,2.0,13.7,18.1,1.2,0.7,1.9,0.145,0.6,0.0,0.6,0.4
11,2015-16,33.0,TOT,NBA,C,53.0,496.0,11.1,0.473,0.008,0.403,8.5,22.8,15.8,9.8,1.6,1.6,13.1,15.0,0.3,0.8,1.0,0.101,-3.5,0.6,-2.9,-0.1
12,2015-16,33.0,CLE,NBA,C,31.0,310.0,11.2,0.469,0.013,0.276,8.8,24.3,16.6,9.3,1.8,1.3,15.8,14.8,0.1,0.5,0.6,0.089,-3.4,1.0,-2.4,0.0
13,2015-16,33.0,GSW,NBA,C,22.0,186.0,11.0,0.477,0.0,0.604,8.0,20.2,14.5,10.5,1.3,2.0,9.0,15.5,0.2,0.3,0.5,0.12,-3.7,0.1,-3.6,-0.1
14,2016-17,34.0,GSW,NBA,C,14.0,92.0,9.4,0.478,0.0,0.786,15.3,16.8,16.1,13.0,1.6,2.6,29.8,12.6,0.0,0.1,0.2,0.097,-4.7,0.5,-4.2,-0.1
15,2020-21,38.0,CLE,NBA,C,5.0,36.0,12.9,0.326,0.063,0.563,21.3,41.4,31.1,12.2,0.0,5.0,4.8,25.4,-0.1,0.0,0.0,-0.029,-4.0,-2.2,-6.2,0.0
16,Career,,,NBA,,632.0,15087.0,15.6,0.542,0.012,0.428,11.5,23.3,17.4,7.7,1.9,2.1,12.3,14.5,22.1,24.3,46.4,0.148,-0.6,0.9,0.3,8.8
17,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,13 seasons,,CLE,NBA,,596.0,14809.0,15.7,0.543,0.012,0.424,11.6,23.4,17.4,7.6,1.9,2.1,12.3,14.5,21.9,23.9,45.7,0.148,-0.5,0.9,0.4,8.9
19,2 seasons,,GSW,NBA,,36.0,278.0,10.5,0.477,0.0,0.645,10.4,19.1,15.0,11.3,1.4,2.2,15.0,14.6,0.2,0.4,0.6,0.112,-4.0,0.3,-3.8,-0.1
